ID_Herramienta;ID_Encuestado;Plataforma (actual);Software utilizado;Framework -Librerias;Bases de Datos;QA-Testing
1753;1753;Ninguna de las anteriores;Java, Javascript, Kotlin, Objective-C, Swift;React.js, SwiftUI, Jetpack Compose;Ninguna de las anteriores;Appium, Jest
1754;1754;Ninguna de las anteriores;TypeScript;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1755;1755;Docker, Linux;CSS, Groovy, HTML, Java, Javascript, Kotlin, Solidity, SQL, TypeScript;Angular, Bootstrap, Hibernate, jQuery, Spark, Spring;MariaDB, MongoDB, MySQL, Oracle, PostgreSQL;Jest, JUnit, Mocha, Postman, SoapUI
1756;1756;Docker;.NET, C#, Javascript, SQL;.NET Core;Microsoft SQL Server;Postman
1757;1757;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Microsoft SQL Server;Postman, SoapUI
1758;1758;Amazon Web Services, Azure, Docker;Javascript, Kotlin, Python, Solidity;Hibernate;Amazon RDS/Aurora, Redis;Ninguna de las anteriores
1759;1759;Amazon Web Services, Linux, VMWare, Windows Server, JIRA;Groovy, Javascript;Ninguno de los anteriores;ElasticSearch, MySQL, PostgreSQL;TFS
1760;1760;Amazon Web Services, Azure, Docker;.NET, C#, Javascript, SQL, TypeScript;Node.js;Amazon DynamoDB, Microsoft SQL Server, MongoDB, MySQL;Visual Studio Coded UI
1761;1761;Amazon Web Services, Serverless;Ninguno de los anteriores;Ninguno de los anteriores;ElasticSearch;Ninguna de las anteriores
1762;1762;Azure, Docker, Google Cloud Platform, Linux;Go, HTML, Javascript, Kotlin;Next.js, Node.js, React.js, Spark, Spring;ElasticSearch, MariaDB, MongoDB, MySQL, Redis;Cucumber, Cypress, JUnit, Mocha, Selenium
1763;1763;Amazon Web Services, Google Cloud Platform, Serverless;Go, Java, Python;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, Bigquery;JUnit, Pytest
1764;1764;Figma;-;Angular, React.js;Ninguna de las anteriores;Ninguna de las anteriores
1765;1765;Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux, Serverless;Javascript, TypeScript, bash;Node.js, nestjs;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, Redis;Jest
1766;1766;Amazon Web Services, Azure, Google Cloud Platform;Python, SQL;Ninguno de los anteriores;ElasticSearch, Google Cloud Storage, Microsoft SQL Server, PostgreSQL, BigQuery;Postman, Selenium, SoapUI
1767;1767;SAP;Ninguno de los anteriores;SAP;Microsoft SQL Server, Oracle;Ninguna de las anteriores
1768;1768;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1769;1769;Azure, Linux, VMWare, Windows Server;Ninguno de los anteriores;WordPress;Ninguna de las anteriores;Ninguna de las anteriores
1770;1770;Google Cloud Platform, Windows Server, Figma, Miro, Google drive, Teams, Outlook, Slack;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna
1771;1771;Docker, Google Cloud Platform, Kubernetes;Java, Python;Spring;Cassandra, ElasticSearch, Google Cloud Storage, MySQL, PostgreSQL;Ninguna de las anteriores
1772;1772;Ninguna de las anteriores;CSS, HTML;Bootstrap, Drupal, WordPress;MySQL;Ninguna de las anteriores
1773;1773;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1774;1774;AIX, Amazon Web Services, Docker, Google Cloud Platform, IBM Cloud / Watson, Kubernetes, Linux, Serverless;Bash/Shell, Go;Ninguno de los anteriores;Amazon RDS/Aurora, IBM Db2;Ninguna de las anteriores
1775;1775;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;PostgreSQL;Ninguna de las anteriores
1776;1776;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell, Java, Javascript;Node.js;PostgreSQL, Redis;Jest, Mocha, Selenium
1777;1777;Ninguna de las anteriores;Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Postman
1778;1778;Amazon Web Services, Google Cloud Platform;Javascript;Node.js, React.js;PostgreSQL;Jest, Puppeteer
1779;1779;Azure, Google Cloud Platform, Windows Server;Python, SQL;jQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, SQLite;Ninguna de las anteriores
1780;1780;Microcontroladores, OpenShift;Java, Javascript;Node.js;PostgreSQL;Ninguna de las anteriores
1781;1781;Amazon Web Services, Docker, Kubernetes, Linux;CSS, HTML, Javascript, Python;Bootstrap, Django, jQuery, React.js;MongoDB, MySQL, PostgreSQL;Postman
1782;1782;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1783;1783;Ninguna de las anteriores;C#;.NET Core;Microsoft SQL Server, Neo4j;Ninguna de las anteriores
1784;1784;Amazon Web Services, Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift;Bash/Shell, Go, Groovy, HTML, Javascript, Python;Bootstrap, Node.js, TensorFlow;ElasticSearch, MongoDB;Ninguna de las anteriores
1785;1785;Docker, Google Cloud Platform, Kubernetes, Linux;Python, SQL;Ninguno de los anteriores;Google Cloud Storage, Microsoft SQL Server, MySQL, Oracle, PostgreSQL;Ninguna de las anteriores
1786;1786;Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, VMWare, Windows Server;HTML, Javascript, Python, Solidity, SQL;Bootstrap, jQuery, Node.js, React.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Postman, Visual Studio Coded UI
1787;1787;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1788;1788;Ninguna de las anteriores, T;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1789;1789;Amazon Web Services, Azure;SQL;.NET Core;PostgreSQL, SQLite;Postman
1790;1790;Docker, Google Cloud Platform, Linux, OpenShift;HTML, Java, Javascript, PHP, Python, SQL;.NET Core, Angular, Bootstrap, Flask, jQuery, Laravel, React.js, Spring;ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Oracle, Percona Server, PostgreSQL, Redis;Ninguna de las anteriores
1791;1791;Amazon Web Services, Docker, Kubernetes, Linux, SAP;Bash/Shell, Python, SQL;SAP;PostgreSQL, Redis;Cypress
1792;1792;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Javascript, Python;Django, React.js;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MySQL, Redis;Postman, pytest
1793;1793;Docker, Kubernetes, Linux;CSS, Go, HTML, Javascript;Node.js, React.js;MySQL, ArangoDB;Ninguna de las anteriores
1794;1794;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1795;1795;Amazon Web Services, Google Cloud Platform;CSS, HTML, Javascript, TypeScript;Node.js, React.js, Sass, graphQL, react native;Amazon DynamoDB, Google Cloud Storage;Jest, Insomnia
1796;1796;Docker, Linux;CSS, HTML, Javascript, PHP, Python;jQuery, Laravel, Node.js, React.js, WordPress;MongoDB, MySQL, PostgreSQL;PHPUnit
1797;1797;Azure, Jira, Mural, Miro, Azure DevOps;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1798;1798;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, Windows Server;Groovy, Python, SQL;Node.js, Vue.js;Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, Redis;Ninguna de las anteriores
1799;1799;Amazon Web Services, *BSD, Linux, VMWare, Windows Server;Bash/Shell, PHP, Python, SQL;React.js;Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, SQLite;Katalon, Postman, Selenium
1800;1800;Linux, OpenShift;Java, Javascript;Angular, Spring;Microsoft SQL Server;JUnit, Karma
1801;1801;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1802;1802;Docker, Linux;.NET;.NET Core;MariaDB, MySQL, Redis;NUnit
1803;1803;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell, CSS, Go, HTML, Javascript, PHP, Python, R, SQL;Flask, React.js;ElasticSearch, MariaDB, MySQL, Percona Server, Influxdb;Ninguna de las anteriores
1804;1804;Azure, SAP;Ninguno de los anteriores;Angular, SAP;HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle;Postman, SoapUI, TFS, Jira
1805;1805;Ninguna de las anteriores;C;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1806;1806;Amazon Web Services;Python, SQL;Ninguno de los anteriores;Snowflake;Ninguna de las anteriores
1807;1807;Amazon Web Services, Firebase, Linux, Jenkins, SonarQube, Grafana, Grafana Loki;HTML, Java, Javascript;Bootstrap, jQuery, Next.js, Node.js, React.js, Spring;PostgreSQL;JUnit, Postman
1808;1808;Google Cloud Platform;Python, R, SQL;Ninguno de los anteriores;Google Cloud Storage, MySQL;Ninguna de las anteriores
1809;1809;Amazon Web Services, Docker, Linux;HTML, Python, SQL;Bootstrap, Django, jQuery, FastApi;PostgreSQL;Selenium
1810;1810;Amazon Web Services, Docker, Kubernetes, Linux, Windows Server;.NET, Python;WordPress;Amazon Redshift, ElasticSearch, Microsoft SQL Server, PostgreSQL, Redis;Ninguna de las anteriores
1811;1811;Amazon Web Services, VMWare, Windows Server;.NET, C++, C#, CSS, Java, Javascript, PHP, Python, SQL;Angular, Django, jQuery, Node.js, React.js, Symfony;IBM Db2, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;PHPUnit
1812;1812;Amazon Web Services, Firebase, Google Cloud Platform;Java, Kotlin, SQL;Ninguno de los anteriores;SQLite;Ninguna de las anteriores
1813;1813;Amazon Web Services, Docker;.NET, HTML, Javascript, TypeScript;.NET Core, Next.js, Node.js, React.js;Amazon DynamoDB, PostgreSQL;Jest
1814;1814;Google Cloud Platform;Go, HTML, Java, Javascript, PHP;Bootstrap;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Ninguna de las anteriores
1815;1815;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1816;1816;AIX, Amazon Web Services, Azure, Google Cloud Platform, HP-UX, Kubernetes, Linux, Mainframe, SAP, Solaris, VMWare, Windows Server;ABAP, SQL;SAP;HANA, IBM Db2, Informix, Microsoft SQL Server, MySQL, Oracle, Sybase;Ninguna de las anteriores, Test Suite in SAP Solution Manager
1817;1817;VMWare, Windows Server;C++, SQL;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1818;1818;Ninguna de las anteriores;CSS, HTML, Javascript, PHP;Flexmind;Oracle;Ninguna de las anteriores
1819;1819;Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux;Bash/Shell, Java, Javascript, Perl, SQL;Node.js, React.js, TensorFlow;Google Cloud Storage;HP UFT, JUnit, Selenium, SoapUI
1820;1820;Amazon Web Services, Linux;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1821;1821;Docker, Linux;CSS, HTML, Javascript, SQL, TypeScript;Angular, Node.js, React.js;MongoDB, PostgreSQL;Jest, Postman
1822;1822;Firebase, Android Studio;Kotlin;Ninguno de los anteriores;MySQL;JUnit
1823;1823;Moqups;Javascript, TypeScript;React.js;Ninguna de las anteriores;Cypress
1824;1824;Azure, Docker;CSS, HTML, Javascript, Python, SQL, TypeScript;Django, Vue.js;Microsoft SQL Server, MongoDB;Ninguna de las anteriores
1825;1825;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Javascript, SQL, TypeScript, Terraform;Node.js, Nestjs;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, PostgreSQL;Ninguna de las anteriores
1826;1826;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell, Groovy, Python;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL;Postman
1827;1827;Amazon Web Services, Docker;Python, TypeScript;Node.js;MongoDB;Ninguna de las anteriores
1828;1828;AIX, Amazon Web Services, Arduino o similar, Azure, *BSD, Docker, Firebase, Google Cloud Platform, Heroku, HP-UX, IBM Cloud / Watson, Kubernetes, Linux, Microcontroladores, Mainframe, OpenShift, OpenStack, SAP, Solaris, Serverless, VMWare, Windows Server, Dynamics ;.NET, C, C++, Clojure, COBOL, CSS, HTML, Javascript, PHP, SQL, TypeScript;.NET Core, Drupal, Hibernate, jQuery, Next.js, Node.js, Spring;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Selenium
1829;1829;Amazon Web Services, Firebase;CSS, HTML, Javascript, Python;Node.js, React.js;firebase;Ninguna de las anteriores
1830;1830;Salesforce;Apex;Lwc;Soql;Visual Studio Coded UI
1831;1831;Ninguna de las anteriores;SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
1832;1832;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1833;1833;Ninguna de las anteriores;.NET, C#, HTML, Javascript, PHP, SQL;.NET Core, Cordova, jQuery, React.js, WordPress;MySQL;Ninguna de las anteriores
1834;1834;Docker;Bash/Shell, Python;Flask;PostgreSQL;JUnit, Pytest
1835;1835;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Postman
1836;1836;Firebase;Java, Kotlin;Ninguno de los anteriores;SQLite;JUnit
1837;1837;Amazon Web Services, Docker, Kubernetes;Javascript;Node.js, React.js;Amazon RDS/Aurora, ElasticSearch, PostgreSQL;Jest, Mocha
1838;1838;BigQuery;Python, SQL;Ninguno de los anteriores;BigQuery;Ninguna de las anteriores
1839;1839;Linux, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
1840;1840;SAP;ABAP;SAP;HANA;Ninguna de las anteriores
1841;1841;Ninguna de las anteriores;.NET, CSS, HTML, Javascript;.NET Core;Microsoft SQL Server, MySQL, Oracle, Sybase;Ninguna de las anteriores
1842;1842;Amazon Web Services, Azure, Docker, Kubernetes, Linux, VMWare, Windows Server;Bash/Shell;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
1843;1843;Firebase, Google Cloud Platform;Javascript;React.js, React Native;MySQL;Ninguna de las anteriores
1844;1844;Amazon Web Services, Azure, Docker, Google Cloud Platform, Heroku, Kubernetes, Linux, OpenStack, SAP, VMWare, Windows Server;.NET, Bash/Shell, C#, CSS, HTML, Javascript, PHP, Python, SQL;.NET Core, jQuery, Node.js, React.js, SAP;Ninguna de las anteriores;Ninguna de las anteriores
1845;1845;Linux, Windows Server;CSS, HTML, PHP, SQL;Bootstrap, Laravel;MariaDB;PHPUnit
1846;1846;Docker, Linux;HTML, Javascript, SQL, TypeScript;Node.js, React.js;MongoDB, PostgreSQL, Redis;Jest, JUnit
1847;1847;Ninguna de las anteriores;Java;Spring;SDB;JUnit
1848;1848;Amazon Web Services, Docker, Kubernetes, Linux, OpenShift;Bash/Shell, Go, Groovy, Python, SQL;Ninguno de los anteriores;ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, Sybase;Ninguna de las anteriores
1849;1849;VMWare, Windows Server;Bash/Shell;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1850;1850;Amazon Web Services, Arduino o similar, Docker, Linux, Microcontroladores, VMWare;C, C++, CSS, SQL;Ninguno de los anteriores;SQLite;Visual Studio Coded UI
1851;1851;Amazon Web Services, Azure, Docker, Google Cloud Platform, Heroku, Kubernetes, Linux, Microcontroladores, OpenShift, Solaris, Serverless, VMWare, Windows Server;Arduino, Bash/Shell, C++, Go, Java, Javascript, Python, Ruby, Rust, SQL;Angular, Bootstrap, Django, Hadoop, Node.js, Rails, Spark, Torch, WordPress;Amazon Redshift, Amazon RDS/Aurora, Apache Hive, Cassandra, ElasticSearch, Google Cloud Storage, MongoDB, MySQL, Oracle, PostgreSQL, Teradata;Cypress, NUnit, Test Complete
1852;1852;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1853;1853;Google Cloud Platform, Linux, VMWare, Windows Server;Bash/Shell, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1854;1854;Docker, Google Cloud Platform, Linux, Solaris, VMWare, Windows Server, netapp, papercut, oracle, cisco, microtik, ubiquiti, fortinet;Bash/Shell, python muy basico ;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1855;1855;Amazon Web Services, Google Cloud Platform;Java;Spring;Amazon DynamoDB, Cassandra, ElasticSearch, MySQL;Ninguna de las anteriores
1856;1856;Linux;PHP, Solidity;VS Code;MySQL;PHPUnit
1857;1857;Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1858;1858;Docker, Linux, OpenShift;CSS, HTML, Javascript, Python;Django, Flask, Next.js, Node.js, React.js;Informix, Microsoft SQL Server, MongoDB, Redis, Sybase;Ninguna de las anteriores
1859;1859;Docker, Windows Server;.NET, C#;.NET Core;Microsoft SQL Server;Postman, TFS
1860;1860;Linux;HTML, Javascript, PHP, SQL;Bootstrap, jQuery, Laravel, WordPress;MariaDB, MySQL;Postman
1861;1861;Linux, Unity;C#;Unity;MySQL;NUnit
1862;1862;Linux, DigitalOcen;Ninguno de los anteriores;Ninguno de los anteriores;MySQL, Ninguna de las anteriores;Ninguna de las anteriores
1863;1863;Ninguna de las anteriores, Suite Oracle Commerce;CSS, HTML, Javascript, TypeScript;Bootstrap, jQuery, Node.js, React.js;Ninguna de las anteriores;Ninguna de las anteriores
1864;1864;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Node.js, React.js, VTEX IO;Ninguna de las anteriores;Jest
1865;1865;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Bash/Shell, Python, HCL;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora;Ninguna de las anteriores
1866;1866;Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, Dynatrace;HTML, Java;Node.js;Ninguna de las anteriores;Ninguna de las anteriores
1867;1867;Docker, Linux;Bash/Shell, C++, Java, Javascript, Python, Android;Bazel;Ninguna de las anteriores;JUnit
1868;1868;Azure, Linux;Javascript, Python, SQL, Mongodb;Django, Node.js, WordPress;MariaDB, MongoDB, MySQL, PostgreSQL, SQLite;Selenium
1869;1869;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1870;1870;Amazon Web Services;Python, R;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Ninguna de las anteriores
1871;1871;Ninguna de las anteriores;Java;Hibernate, Spring;ElasticSearch, Microsoft SQL Server;JUnit, Postman
1872;1872;Windows Server;CSS, HTML, Javascript, PHP, SQL;Bootstrap, Laravel, Vue.js, WordPress;MySQL;Ninguna de las anteriores
1873;1873;Amazon Web Services, Heroku, Windows Server;.NET, C#, Java, Javascript, SQL;.NET Core, Angular, jQuery, React.js, Spring, Symfony, WordPress;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Postman, Selenium, SoapUI
1874;1874;Ninguna de las anteriores;CSS, HTML, Javascript, Python, TypeScript, Rive ApolloClient Threejs;React.js;Ninguna de las anteriores;Ninguna de las anteriores
1875;1875;Docker;CSS, HTML, Javascript, TypeScript;Angular, Bootstrap;MySQL, Redis;Karma, Mocha, Jasmine
1876;1876;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1877;1877;Amazon Web Services, Kubernetes, Linux;Bash/Shell, Python, SQL;Ninguno de los anteriores;Amazon RDS/Aurora, PostgreSQL, Snowflake;Ninguna de las anteriores
