ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
774;1661;;;;
775;1662;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
776;1663;Terciario;Incompleto;Analista de Sistemas;
776;1664;;;;
776;1665;;;;
777;1666;Terciario;Completo;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
777;1667;;;;
777;1668;;;;
778;1669;Universitario;En curso;Ingenierí?a en Inteligencia Artificial;UP - Universidad de Palermo
779;1670;Universitario;Incompleto;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
779;1671;;;;
779;1672;;;;
779;1673;;;;
780;1674;Universitario;En curso;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
781;1675;Universitario;Completo;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
781;1676;;;;
781;1677;;;;
781;1678;;;;
781;1679;;;;
782;1680;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
783;1681;Terciario;Incompleto;Analista de Sistemas;UBA - Universidad de Buenos Aires
784;1682;Terciario;Completo;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
785;1683;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
785;1684;;;;
786;1685;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
787;1686;Universitario;Completo;Licenciatura en Sistemas de Información;UK - Universidad Kennedy
787;1687;;;;
787;1688;;;;
788;1689;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
789;1690;Secundario;Completo;Tecnicatura en Electronica;
789;1691;;;;
789;1692;;;;
789;1693;;;;
790;1694;Terciario;Completo;Analista de Sistemas;ORT
791;1695;Universitario;Completo;Diseí±o arquitectónico;
792;1696;Terciario;Incompleto;Diseí±o Multimedial;
793;1697;Doctorado;Completo;Licenciatura en Biotecnologí?a;UNQ - Universidad Nacional de Quilmes
793;1698;;;;
793;1699;;;;
794;1700;Universitario;En curso;Tecnicatura en Programación;UNQ - Universidad Nacional de Quilmes
794;1701;;;;
795;1702;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;
795;1703;;;;
796;1704;Universitario;Completo;Analista Programador Universitario;UTN - Universidad Tecnológica Nacional
797;1705;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UBA - Universidad de Buenos Aires
797;1706;;;;
798;1707;Terciario;Completo;Analista de Sistemas;
798;1708;;;;
799;1709;Maestrí?a;Completo;Licenciatura y Maestrí?a en Fí?sica, con aplicaciones en Biologí?a y Medicina;UNCUYO - Universidad Nacional de Cuyo
800;1710;Universitario;En curso;Licenciatura en Sistemas de Información;UNGS - Universidad Nacional de General Sarmiento
800;1711;;;;
801;1712;Posgrado/Especialización;Completo;Licenciatura en Psicologí?a;UADE - Universidad Argentina De la Empresa
802;1713;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
803;1714;Terciario;Incompleto;Ccna;UNLaM - Universidad Nacional de La Matanza
803;1715;;;;
803;1716;;;;
804;1717;Terciario;Incompleto;Tecnicatura Electrónica;
804;1718;;;;
805;1719;Universitario;En curso;Sistemas de Información;UTN - Universidad Tecnológica Nacional
806;1720;Terciario;Incompleto;Tecnicatura Superior en Programación;UNCOMA - Universidad Nacional del Comahu
807;1721;Terciario;Completo;Técnico Sup. en Informí¡tica y Redes de Datos;
807;1722;;;;
807;1723;;;;
807;1724;;;;
807;1725;;;;
807;1726;;;;
808;1727;Universitario;Completo;Licenciatura en Ciencias de la Computación;
808;1728;;;;
808;1729;;;;
809;1730;Universitario;Completo;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
810;1731;Universitario;Incompleto;Ingenierí?a Mecí¡nica;UTN - Universidad Tecnológica Nacional
811;1732;Terciario;Completo;Analista de Sistemas;Universidad Siglo 21
811;1733;;;;
811;1734;;;;
812;1735;Universitario;Incompleto;Licenciatura en Informí¡tica;UNQ - Universidad Nacional de Quilmes
812;1736;;;;
812;1737;;;;
812;1738;;;;
812;1739;;;;
812;1740;;;;
812;1741;;;;
813;1742;Universitario;En curso;Licenciatura en Ciencia de Datos;
813;1743;;;;
814;1744;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
814;1745;;;;
814;1746;;;;
814;1747;;;;
815;1748;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
816;1749;Universitario;Completo;Ingenierí?a en Computación;
816;1750;;;;
817;1751;Universitario;Completo;Licenciatura en Informí¡tica;UNQ - Universidad Nacional de Quilmes
817;1752;;;;
818;1753;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
819;1754;Posgrado/Especialización;Completo;Analista de Sistemas;ESBA - Escuela Superior Buenos Aires
820;1755;Universitario;En curso;Licenciatura en Sistemas de Información;
821;1756;Universitario;En curso;Ingenierí?a en Informí¡tica;UAI - Universidad Abierta Interamericana
822;1757;Universitario;En curso;Ingenierí?a en Informí¡tica;
823;1758;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
823;1759;;;;
823;1760;;;;
823;1761;;;;
823;1762;;;;
824;1763;Universitario;Completo;Analista Programador Universitario;
824;1764;;;;
825;1765;Universitario;Incompleto;Ingenierí?a Electrónica;UADE - Universidad Argentina De la Empresa
826;1766;Maestrí?a;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
827;1767;Universitario;Completo;Licenciatura en Sistemas de Información;UNLaM - Universidad Nacional de La Matanza
828;1768;Posgrado/Especialización;Completo;HR;UB - Universidad de Belgrano
829;1769;Secundario;Completo;;
829;1770;;;;
830;1771;Universitario;Completo;Licenciatura en Matemí¡tica;UCAECE - Centro de Altos Estudios en Ciencias Exactas
830;1772;;;;
831;1773;Maestrí?a;Completo;Licenciatura en Administración de Empresas;UCA - Universidad Católica Argentina
832;1774;Secundario;Completo;;
833;1775;Universitario;En curso;Licenciatura en Informí¡tica;UAI - Universidad Abierta Interamericana
834;1776;Universitario;Completo;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
835;1777;Universitario;Incompleto;Tecnicatura Superior en Programación;UNQ - Universidad Nacional de Quilmes
836;1778;Secundario;Completo;;
837;1779;Universitario;Completo;Licenciatura en Sistemas de Información;UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires
838;1780;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
838;1781;;;;
839;1782;Terciario;En curso;Analista de Sistemas;
840;1783;Universitario;En curso;Licenciatura en Sistemas de Información;UNGS - Universidad Nacional de General Sarmiento
841;1784;Universitario;Incompleto;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
841;1785;;;;
841;1786;;;;
841;1787;;;;
842;1788;Universitario;Completo;Licentiatura en relaciones del trabajo;UBA - Universidad de Buenos Aires
842;1789;;;;
842;1790;;;;
843;1791;Universitario;Incompleto;Ingenierí?a Quí?mica;UBA - Universidad de Buenos Aires
844;1792;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
844;1793;;;;
844;1794;;;;
845;1795;Universitario;Completo;Diseí±o Multimedial;UNLP - Universidad Nacional de La Plata
845;1796;;;;
845;1797;;;;
845;1798;;;;
845;1799;;;;
845;1800;;;;
845;1801;;;;
845;1802;;;;
846;1803;Universitario;Completo;Licenciatura en ciencias fí?sicas;UBA - Universidad de Buenos Aires
846;1804;;;;
846;1805;;;;
846;1806;;;;
847;1807;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
847;1808;;;;
847;1809;;;;
848;1810;Universitario;Completo;Licenciatura en Sistemas de Información;UNLaM - Universidad Nacional de La Matanza
848;1811;;;;
849;1812;Universitario;Incompleto;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
849;1813;;;;
849;1814;;;;
849;1815;;;;
850;1816;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UTN - Universidad Tecnológica Nacional
851;1817;Universitario;Completo;Ingenierí?a Electrónica;UNSAM - Universidad de San Martí?n
851;1818;;;;
851;1819;;;;
851;1820;;;;
852;1821;Universitario;Incompleto;Licenciatura en Sistemas de Información;UB - Universidad de Belgrano
852;1822;;;;
852;1823;;;;
853;1824;Terciario;Completo;Tecnicatura Superior en Programación;UNCOMA - Universidad Nacional del Comahu
853;1825;;;;
853;1826;;;;
853;1827;;;;
853;1828;;;;
854;1829;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
854;1830;;;;
854;1831;;;;
855;1832;Terciario;Completo;Tecnicatura en Informí¡tica;
855;1833;;;;
856;1834;Universitario;En curso;Ingenierí?a en Software;UADE - Universidad Argentina De la Empresa
857;1835;Universitario;En curso;Licenciatura en Sociologí?a;UNSAM - Universidad de San Martí?n
857;1836;;;;
858;1837;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
859;1838;Doctorado;Completo;Licenciatura en Fí?sica;UNNNE - Universidad Nacional del Nordeste
860;1839;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;IUA - Instituto Universitario Aeroní¡utico
860;1840;;;;
861;1841;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNL - Universidad Nacional del Litoral
861;1842;;;;
861;1843;;;;
861;1844;;;;
862;1845;Terciario;En curso;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
862;1846;;;;
863;1847;Terciario;Incompleto;Analista de Sistemas;ORT
863;1848;;;;
863;1849;;;;
863;1850;;;;
863;1851;;;;
864;1852;Universitario;Incompleto;Licenciatura en Sistemas de Información;
865;1853;Universitario;En curso;Tecnicatura Superior en Sistemas Informí¡ticos;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
866;1854;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
867;1855;Universitario;Completo;Licenciatura en Sistemas de Información;
868;1856;Universitario;Completo;Tecnicatura en Programación;UCES - Universidad de Ciencias Empresariales y Sociales
869;1857;Terciario;Completo;Analista de Sistemas;
870;1858;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
870;1859;;;;
871;1860;Universitario;En curso;Licenciatura en Sistemas de Información;UADER - Universidad Autónoma de Entre Rí?os
872;1861;Terciario;En curso;Diseno y programacion de videojuegos en la Davinci;Escuela Da Vinci
872;1862;;;;
872;1863;;;;
873;1864;Universitario;Completo;Diseí±o Grí¡fico;UBA - Universidad de Buenos Aires
874;1865;Universitario;Incompleto;Cs. Veterinarias;UBA - Universidad de Buenos Aires
874;1866;;;;
874;1867;;;;
874;1868;;;;
874;1869;;;;
874;1870;;;;
875;1871;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
875;1872;;;;
875;1873;;;;
875;1874;;;;
875;1875;;;;
875;1876;;;;
876;1877;Universitario;Completo;Ingenierí?a en Informí¡tica;UM - Universidad de Morón
876;1878;;;;
876;1879;;;;
877;1880;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
877;1881;;;;
878;1882;Maestrí?a;Incompleto;Licenciatura en Administración de Empresas;UTN - Universidad Tecnológica Nacional
879;1883;Secundario;Completo;;
879;1884;;;;
880;1885;Terciario;Completo;Tecnicatura Superior en Soporte de Infraestructuras de TI;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
880;1886;;;;
881;1887;Universitario;Incompleto;Licenciatura en Ciencias Fí?sicas;UBA - Universidad de Buenos Aires
881;1888;;;;
882;1889;Universitario;Incompleto;Licenciatura en Sistemas de Información;UCA - Universidad Católica Argentina
882;1890;;;;
883;1891;Doctorado;Completo;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
884;1892;Universitario;Completo;Licenciatura en Sistemas de Información;UTN - Universidad Tecnológica Nacional
884;1893;;;;
885;1894;Terciario;Completo;Analista de Sistemas;ORT
886;1895;Universitario;En curso;Licenciatura en Sistemas de Información;UADER - Universidad Autónoma de Entre Rí?os
886;1896;;;;
886;1897;;;;
886;1898;;;;
887;1899;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
888;1900;Universitario;Completo;Ingenierí?a en Informí¡tica;
888;1901;;;;
888;1902;;;;
888;1903;;;;
888;1904;;;;
889;1905;Maestrí?a;Incompleto;Ingenierí?a en Sistemas de Información;UNLP - Universidad Nacional de La Plata
890;1906;Universitario;Incompleto;Licenciatura en Informí¡tica;UNQ - Universidad Nacional de Quilmes
891;1907;Universitario;Incompleto;Licenciatura en Informí¡tica;
892;1908;Universitario;Completo;Ingenierí?a en Informí¡tica;
893;1909;Terciario;Completo;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
894;1910;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;ITBA Instituto Tecnológico de Buenos Aires
895;1911;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;
896;1912;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
896;1913;;;;
896;1914;;;;
896;1915;;;;
897;1916;Secundario;Completo;;UBA - Universidad de Buenos Aires
898;1917;Terciario;Incompleto;;
899;1918;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
899;1919;;;;
899;1920;;;;
899;1921;;;;
899;1922;;;;
900;1923;Secundario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
900;1924;;;;
901;1925;Posgrado/Especialización;Completo;Contador Píºblico;UCES - Universidad de Ciencias Empresariales y Sociales
901;1926;;;;
901;1927;;;;
902;1928;Universitario;En curso;Ingenerí?a de Sonido;
903;1929;Maestrí?a;Completo;Ingenierí?a Industrial;
903;1930;;;;
904;1931;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
904;1932;;;;
904;1933;;;;
905;1934;Secundario;Completo;;
906;1935;Universitario;En curso;Licenciatura en Informí¡tica;UNQ - Universidad Nacional de Quilmes
906;1936;;;;
907;1937;Secundario;Completo;Tecnicatura Electrónica;
907;1938;;;;
907;1939;;;;
907;1940;;;;
908;1941;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
908;1942;;;;
909;1943;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
909;1944;;;;
910;1945;Universitario;En curso;Licenciatura en Sistemas de Información;UNLA - Universidad Nacional de Laníºs
911;1946;Universitario;Completo;Tecnicatura en Programación;UNQ - Universidad Nacional de Quilmes
912;1947;Maestrí?a;Completo;Fisica;UNCUYO - Universidad Nacional de Cuyo
912;1948;;;;
913;1949;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
914;1950;Maestrí?a;Completo;Licenciado en Ciencia Polí?tica;
915;1951;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
916;1952;Maestrí?a;Completo;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
916;1953;;;;
916;1954;;;;
917;1955;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UBA - Universidad de Buenos Aires
918;1956;Universitario;En curso;Ingenierí?a en Informí¡tica;UAI - Universidad Abierta Interamericana
918;1957;;;;
919;1958;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
919;1959;;;;
919;1960;;;;
920;1961;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
920;1962;;;;
921;1963;Universitario;En curso;Licenciatura en Sistemas de Información;
921;1964;;;;
921;1965;;;;
921;1966;;;;
921;1967;;;;
922;1968;Universitario;Completo;Licenciatura en Matemí¡tica;UBA - Universidad de Buenos Aires
923;1969;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
924;1970;Posgrado/Especialización;Incompleto;Licenciatura en Gestión de Tecnologí?a;UNLaM - Universidad Nacional de La Matanza
925;1971;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
926;1972;Universitario;En curso;Ingenierí?a Industrial;UTN - Universidad Tecnológica Nacional
926;1973;;;;
926;1974;;;;
926;1975;;;;
927;1976;Universitario;Completo;Ingenierí?a en Telecomunicaciones;UBP - Universidad Blas Pascal
928;1977;Universitario;Completo;Ingenierí?a en Informí¡tica;UP - Universidad de Palermo
928;1978;;;;
929;1979;Universitario;En curso;;UNSAM - Universidad de San Martí?n
929;1980;;;;
929;1981;;;;
929;1982;;;;
929;1983;;;;
930;1984;Universitario;Completo;Licenciatura en Informí¡tica;UP - Universidad de Palermo
931;1985;Universitario;Incompleto;Ingenierí?a en Computación;UBA - Universidad de Buenos Aires
932;1986;Posgrado/Especialización;Completo;diseí±ador industrial;UNL - Universidad Nacional del Litoral
932;1987;;;;
932;1988;;;;
933;1989;Universitario;En curso;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
933;1990;;;;
933;1991;;;;
933;1992;;;;
934;1993;Universitario;En curso;Licenciatura en Ciencias de Datos;UBA - Universidad de Buenos Aires
